,is_spam,message,num_words,message_len,nb_tokenized_words,message_cleaned,XLM_en_embed
226,1,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",30,137,30,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES","[ 0.89071256  2.341705   -6.7203584  ...  2.9787526   0.2511372
  0.97148854]"
227,0,Hey company elama po mudyadhu.,5,30,5,Hey company elama po mudyadhu.,[-1.0278436  2.05671   -3.5291271 ...  1.7009758  0.6597817  3.147898 ]
228,0,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",25,165,27,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning...","[-1.6910677  -0.74577093 -4.614095   ...  0.16386068  0.9705711
  0.06266478]"
229,0,Dear good morning now only i am up,8,34,8,Dear good morning now only i am up,[-1.9843467  0.721282   1.0491252 ... -3.6493495  1.4890496  2.0578995]
230,0,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,21,109,20,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,"[-3.902557    2.9709496  -1.695576   ... -0.35126904  1.171944
 -1.4983964 ]"
231,0,Dear we are going to our rubber place,8,37,8,Dear we are going to our rubber place,"[-1.238387    2.1914067  -1.5537102  ...  0.53509545  0.77825004
  0.8426735 ]"
232,0,"Sorry battery died, yeah I'm here",7,33,6,"Sorry battery died, yeah I'm here",[0.88679594 0.15979517 0.8358621  ... 0.48620075 0.34471104 2.982832  ]
233,0,Yes:)here tv is always available in work place..,9,48,8,Yes:)here tv is always available in work place..,"[-2.2067585   0.00436044  0.5500703  ... -0.9708569  -0.6748686
 -1.0947345 ]"
234,1,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,33,157,34,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,"[ 1.2264493   0.538523   -1.131908   ... -0.74348575  1.2482045
 -3.6478174 ]"
235,0,I have printed it oh. So  &lt;#&gt;  come upstairs,10,50,11,I have printed it oh. So  &lt;#&gt;  come upstairs,[-1.2179863  1.525839  -3.5051084 ...  0.7938953  1.3839327  1.6398361]
236,0,Or ill be a little closer like at the bus stop on the same street,15,65,15,Or ill be a little closer like at the bus stop on the same street,"[-3.0507066   2.4626107  -3.0420609  ...  0.13186106  1.6398164
  0.3311578 ]"
237,0,Where are you?when wil you reach here?,8,38,7,Where are you?when wil you reach here?,"[-1.7832578   0.7365968  -0.8531646  ... -0.06184803  0.17883076
 -1.8936965 ]"
238,0,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",25,145,27,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just..... kick them &amp; say, I'm always correct.!","[-2.3627636   2.1070173  -2.9480178  ...  2.4822125   0.84868485
  1.9811252 ]"
239,1,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,28,145,25,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,[-1.4022669  0.6492295  1.1288993 ...  1.9665402 -0.726561   2.5045981]
240,0,Tomarrow final hearing on my laptop case so i cant.,10,51,10,Tomarrow final hearing on my laptop case so i cant.,"[ 0.7385874   0.5537146  -5.6341195  ... -0.6530969   0.13207431
  2.242075  ]"
241,0,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,7,45,7,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,"[ 0.40891224  1.486504   -2.174293   ...  0.68010485  0.34319857
  1.9472841 ]"
242,0,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",16,83,16,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.","[-2.9832194  -0.86073905 -0.32383528 ...  3.617014    0.06576076
  0.9864198 ]"
243,0,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",36,155,32,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...","[ 1.2193931  -1.9700547  -3.6334515  ...  1.2053416  -0.34446335
 -1.9562798 ]"
244,0,U don't remember that old commercial?,7,37,6,U don't remember that old commercial?,[-2.283568   2.654386  -1.1121109 ...  2.5136762 -1.7944037 -3.9099104]
245,0,Too late. I said i have the website. I didn't i have or dont have the slippers,18,78,17,Too late. I said i have the website. I didn't i have or dont have the slippers,"[ 0.79622656  0.5689061   0.71267116 ... -0.6354503  -0.00984002
 -0.37956667]"
246,0,I asked you to call him now ok,8,30,8,I asked you to call him now ok,"[-0.3083195  -0.29476315  1.6911732  ... -1.4027466   0.33494136
 -2.779556  ]"
247,0,Kallis wont bat in 2nd innings.,6,31,6,Kallis wont bat in 2nd innings.,"[-1.207403    2.306709   -4.0219564  ...  1.4779941  -0.50905204
  2.032529  ]"
248,0,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,31,146,30,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,"[ 0.08339283 -1.5153273  -4.8800516  ...  1.2107203  -1.8295788
 -2.8659303 ]"
249,1,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,24,150,23,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,"[-0.36646608 -0.320596   -0.65310794 ... -1.2592139  -1.9665989
 -1.435283  ]"
250,0,Ranjith cal drpd Deeraj and deepak 5min hold,8,44,8,Ranjith cal drpd Deeraj and deepak 5min hold,"[ 1.2291156  -0.56745106 -6.5565696  ... -1.2002121  -1.3395655
  2.800305  ]"
251,0,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",34,179,34,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.","[-2.5849326   2.2063332   0.01471098 ... -1.0377717   1.1484739
  3.2510462 ]"
252,0,What you doing?how are you?,6,27,5,What you doing?how are you?,"[ 4.3174956e-04  1.9423411e+00 -1.4117382e+00 ... -3.1030807e+00
  2.1663712e-02  2.2623448e+00]"
253,0,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",37,179,37,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",[-1.7560827 -0.6707807  1.5638145 ...  3.5626783  1.2381216 -1.2647092]
254,0,"I'm back, lemme know when you're ready",9,38,7,"I'm back, lemme know when you're ready",[-2.863463   5.0425663 -8.180843  ... -2.5666263  1.0530849  0.4737367]
255,0,Don't necessarily expect it to be done before you get back though because I'm just now headin out,20,97,18,Don't necessarily expect it to be done before you get back though because I'm just now headin out,"[ 2.2641199   0.38313958  0.5782359  ... -1.2652607  -3.1597402
 -1.4510547 ]"
256,0,Mmm so yummy babe ... Nice jolt to the suzy,9,43,10,Mmm so yummy babe... Nice jolt to the suzy,"[-1.3741217   1.383943    2.6225123  ... -0.6310718  -1.9475348
  0.84513015]"
257,0,Where are you lover ? I need you ...,7,36,9,Where are you lover? I need you...,"[-0.19993693  0.97274137  1.324144   ... -3.430496    0.40173164
 -1.2056515 ]"
258,1,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,27,154,27,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,"[-0.32277152  0.22871207 -1.8053904  ... -0.5303074  -2.4183204
 -1.8055649 ]"
259,0,IÛ÷m parked next to a MINI!!!! When are you coming in today do you think?,17,74,15,IÛ÷m parked next to a MINI!!!! When are you coming in today do you think?,"[ 0.30060992  0.44471675 -6.043482   ...  0.6694201  -0.52664286
  4.233115  ]"
260,0,Yup,1,3,1,Yup,"[-2.7010477   0.2894747   3.327772   ... -2.2705622   0.09956195
  1.0963101 ]"
261,0,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,19,85,18,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,"[-2.81546     1.6836989  -4.2577457  ...  1.3738971   0.5630631
 -0.21482715]"
262,0,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,11,51,11,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,"[-1.3119912   0.06178121 -3.0481288  ... -0.7785869  -1.3718104
  3.1361282 ]"
263,1,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,25,121,25,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,"[-4.157005    0.35052612  2.011652   ... -3.4933987  -0.13466471
  4.27089   ]"
264,0,Why you Dint come with us.,6,26,6,Why you Dint come with us.,"[ -1.0281391   1.9370493 -11.581173  ...   0.42522     1.7016544
   1.7398711]"
265,0,Same. Wana plan a trip sometme then,7,35,7,Same. Wana plan a trip sometme then,"[-1.6000744e+00 -4.6946338e-04 -4.3125401e+00 ...  7.5002980e-01
 -1.1844120e+00  4.9744644e+00]"
266,0,"Not sure yet, still trying to get a hold of him",11,47,11,"Not sure yet, still trying to get a hold of him",[ 1.0571928  2.8053503 -2.5624278 ...  1.00582   -1.5529897  2.7770116]
267,1,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,29,159,27,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,"[-6.2467914   1.4851335  -0.5433436  ...  0.7944715  -0.37714863
  0.46748415]"
268,0,The evo. I just had to download flash. Jealous?,9,47,9,The evo. I just had to download flash. Jealous?,[-1.3216567  0.9647285 -5.8133216 ... -1.1309028  0.3822052  1.7052565]
269,1,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,24,133,24,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,"[-3.5211346  -0.25404263 -4.4536147  ...  1.0066442   0.7658609
  1.7689952 ]"
270,0,"Come to mu, we're sorting out our narcotics situation",10,53,9,"Come to mu, we're sorting out our narcotics situation","[-2.6335979   2.4501781  -7.7385955  ...  1.5196542   0.39801806
 -2.0103676 ]"
271,0,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",29,147,29,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.","[-2.5840008   3.2689986  -0.61001354 ... -2.1775334   1.0683488
  1.5662978 ]"
272,1,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,29,155,25,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,"[ 2.744224    1.3524487  -1.5800973  ... -1.7991296  -0.83886534
  1.5325501 ]"
273,0,"Usf I guess, might as well take 1 car",9,37,9,"Usf I guess, might as well take 1 car",[-2.1656106  3.2812264  3.0387802 ... -1.0333551 -2.3576224  1.9522487]
274,0,No objection. My bf not coming.,6,31,6,No objection. My bf not coming.,"[ 1.8870734   0.4027685  -1.7323755  ...  0.18247701 -0.7969822
  2.6227932 ]"
275,0,Thanx...,1,8,1,Thanx...,"[ 0.72928196 -0.3020183  -5.357707   ...  0.45431897 -1.8976724
 -1.2028164 ]"
276,0,Tell rob to mack his gf in the theater,9,38,9,Tell rob to mack his gf in the theater,"[-1.5838282   1.2218122  -1.8912582  ... -0.6045349  -0.05619124
 -0.43219772]"
277,0,"Awesome, I'll see you in a bit",8,30,7,"Awesome, I'll see you in a bit","[ 0.43701777  0.02108316 -6.8454947  ... -1.4366752  -0.6749864
  1.4566544 ]"
278,0,Just sent it. So what type of food do you like?,11,47,11,Just sent it. So what type of food do you like?,"[-2.062021    3.5295062  -7.985031   ... -0.52822244  3.5464406
  2.5676937 ]"
279,0,All done? All handed in? Celebrations in full swing yet?,10,56,10,All done? All handed in? Celebrations in full swing yet?,"[-0.47445753  1.2843639  -4.7492247  ...  0.9489089  -0.69334346
  2.2671874 ]"
280,0,You got called a tool?,5,22,5,You got called a tool?,"[-0.95845634  0.35375088 -7.1636157  ...  1.2539446  -0.65540314
  0.79094696]"
281,0,\Wen u miss someone,4,19,4,\Wen u miss someone,"[-1.6855123   2.271383    3.3433688  ... -1.4398192  -0.27681935
  2.8271894 ]"
282,0,Ok. I asked for money how far,7,29,7,Ok. I asked for money how far,"[ 3.3820612   0.69225436 -1.4794024  ... -0.23327604 -0.30840525
 -2.2654283 ]"
283,0,Okie...,1,7,1,Okie...,[-3.1076791  1.2373985  3.9677734 ... -0.7699921 -2.0662372  3.6705732]
284,0,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",27,121,25,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down","[-1.5515401   2.1984928  -3.4121084  ... -0.63442    -0.56885076
  2.5835958 ]"
285,0,"K, I might come by tonight then if my class lets out early",13,58,13,"K, I might come by tonight then if my class lets out early","[-0.14323145  1.1929008  -3.7146795  ... -0.02592282 -0.5582992
  0.88563406]"
286,0,Ok..,1,4,1,Ok..,[-4.057283   1.3092719  4.3796144 ...  2.5516906  0.5676199  1.2702574]
287,0,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,35,148,35,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,"[-2.1135101   0.31067884 -5.7136493  ... -0.3141938   2.368606
  2.9822524 ]"
288,0,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",33,160,33,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..","[ 0.21034592  2.4513166  -2.7098835  ... -1.8413349  -0.6200643
  2.1596053 ]"
289,0,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",27,152,21,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.","[-2.2324827   1.5775312   0.1606601  ...  0.60746145  1.0905104
  1.5636462 ]"
290,0,Hey you told your name to gautham ah?,8,37,8,Hey you told your name to gautham ah?,"[-1.1711158   1.5067058  -1.4490595  ... -0.29902226  0.14748406
  0.43762252]"
291,0,Haf u found him? I feel so stupid da v cam was working.,13,55,13,Haf u found him? I feel so stupid da v cam was working.,"[ 0.09953462  1.0137917  -1.4057108  ...  0.53460294  0.24240845
 -0.08948157]"
292,0,Oops. 4 got that bit.,5,21,5,Oops. 4 got that bit.,"[ 0.6003611  -0.19440411 -0.12928101 ...  0.03314475  2.118407
 -1.601756  ]"
293,0,Are you this much buzy,5,22,5,Are you this much buzy,"[-1.0166974   2.240899   -1.6377364  ... -0.43325508  3.2737367
  1.8897121 ]"
294,0,I accidentally deleted the message. Resend please.,7,50,7,I accidentally deleted the message. Resend please.,[-1.4144754  0.5841305 -5.067126  ...  1.214288   2.202446   1.6793298]
295,1,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,32,159,29,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,"[-1.8208476   0.17366156 -0.8410156  ...  1.3556596  -1.7117066
 -1.8410453 ]"
296,0,Unless it's a situation where YOU GO GURL would be more appropriate,13,67,12,Unless it's a situation where YOU GO GURL would be more appropriate,"[ 1.4281812   2.1004446   3.5747035  ... -2.1318145   0.47821218
 -2.971625  ]"
297,0,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,35,153,35,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,"[ -1.5825709    3.3854012  -10.98346    ...  -2.5780065    0.65339583
   0.5408624 ]"
298,0,I cant pick the phone right now. Pls send a message,11,51,11,I cant pick the phone right now. Pls send a message,"[-0.70988053 -0.11894296 -8.756638   ... -0.39872828  0.7815462
  0.2639221 ]"
299,0,Need a coffee run tomo?Can't believe it's that time of week already,15,67,12,Need a coffee run tomo?Can't believe it's that time of week already,[-2.4232337  2.3769145 -1.1224344 ...  2.8217688 -0.4169473 -1.1511437]
300,0,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",17,88,17,"Awesome, I remember the last time we got somebody high for the first time with diesel :V","[-0.5861007  -0.14099963 -1.3392926  ... -1.7422994  -0.39163065
 -1.2281402 ]"
301,0,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",31,157,31,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?","[ 0.4963071   0.30077365  0.6394269  ...  2.2106655   0.59430945
 -3.5956955 ]"
302,0,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,21,91,22,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,"[-0.67967564  1.0769863  -1.7422825  ...  1.6479424  -0.3768792
  1.5010844 ]"
303,0,He is a womdarfull actor,5,24,5,He is a womdarfull actor,"[-0.8839755   0.9870467  -5.4217696  ... -2.8800714  -0.36917925
 -0.99913657]"
304,1,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",28,146,23,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE","[ 0.97860533  3.289037   -5.2872686  ...  0.10554876 -1.1058633
  0.26955554]"
305,0,Yup... From what i remb... I think should be can book... ,11,57,12,Yup... From what i remb... I think should be can book... ,"[ 0.38190958  1.1696945  -3.776344   ... -0.34396428  1.2496932
  1.8668807 ]"
306,0,Jos ask if u wana meet up?,7,26,7,Jos ask if u wana meet up?,"[-1.2811712   0.8964725  -4.060432   ...  0.39104402  0.21044259
  0.790813  ]"
307,0,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,15,71,14,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,"[ 0.7064813   1.3236421  -6.483873   ...  0.23069957  0.6431096
 -1.3621782 ]"
308,1,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",24,138,24,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468","[ 0.07134116  2.8739295  -6.5880475  ...  0.16154967  0.3309315
  1.1805449 ]"
309,0,Where are the garage keys? They aren't on the bookshelf,11,55,10,Where are the garage keys? They aren't on the bookshelf,"[-4.254012   -0.61808944 -0.30741045 ...  2.372622   -0.22517544
  1.1554028 ]"
310,0,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,25,156,24,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,"[-3.8972447   0.79879683 -5.522915   ... -0.12108959  0.6647639
 -1.8766136 ]"
311,1,"Think ur smart ? Win å£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",29,134,25,"Think ur smart? Win å£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week","[-3.8497806   2.4259498  -6.8025713  ... -1.745379   -0.3021821
  0.57861936]"
312,0,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,27,119,24,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,"[ 0.87956005  0.77156353 -1.2398585  ... -0.69255453 -0.14380124
  2.4626036 ]"
313,0,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",35,142,33,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.","[-2.4186015   0.9397062  -1.5414473  ...  0.19721562  0.19237882
 -2.4546368 ]"
314,0,You made my day. Do have a great day too.,10,41,10,You made my day. Do have a great day too.,[ 2.9929125  1.2128998 -4.3844132 ... -0.4509215  1.6948732  0.2944812]
315,0,K.k:)advance happy pongal.,5,26,3,K.k:)advance happy pongal.,"[-0.11001213  1.165206   -1.6463833  ... -4.180507   -1.6677657
  0.32783663]"
316,0,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",24,119,24,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...","[-1.8310127   3.627151   -0.6529152  ... -2.895542   -0.68304425
  0.5421176 ]"
317,0,"Not really dude, have no friends i'm afraid :(",9,46,9,"Not really dude, have no friends i'm afraid :(","[-2.1084669   1.1662524  -4.9522142  ... -2.3104584  -0.636668
  0.56523705]"
318,1,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,27,157,27,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,[-5.6831517  3.1860402  3.0753093 ... -1.2030486  0.9141707 -1.6770254]
319,0,"Coffee cake, i guess...",4,23,4,"Coffee cake, i guess...","[-1.6799005   1.1830492  -0.55269045 ...  3.357149   -0.8593254
  1.400742  ]"
320,0,"Merry Christmas to you too babe, i love ya *kisses*",10,51,10,"Merry Christmas to you too babe, i love ya *kisses*",[ 3.0165024  3.9328492  1.0195082 ... -3.5114565 -2.2425487  2.8110697]
321,0,Hey... Why dont we just go watch x men and have lunch... Haha ,13,62,14,Hey... Why dont we just go watch x men and have lunch... Haha ,"[-0.7243846  -2.7400165  -4.5298295  ... -1.5723156  -0.41531295
  2.696987  ]"
322,0,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,27,107,28,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,[-0.5390757  1.8666451 -4.5442224 ...  2.2297397  1.4851722  1.3676065]
323,0,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,31,157,31,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,"[-1.4855616  -1.0305617   1.146807   ... -0.18104674  1.3619425
  1.0105418 ]"
324,0,No problem. How are you doing?,6,30,6,No problem. How are you doing?,"[-0.07453278  0.7380505  -2.5387316  ... -0.40918708 -1.3067695
  4.5235662 ]"
325,0,No calls..messages..missed calls,5,32,3,No calls..messages..missed calls,"[-4.274729   -0.77548254  0.9413581  ... -2.0233488  -1.3998765
 -1.0873747 ]"
326,0,Hi da:)how is the todays class?,7,31,6,Hi da:)how is the todays class?,"[-0.47528324  0.05549777 -4.404598   ... -2.2466304   2.235291
  3.587383  ]"
327,0,"I'd say that's a good sign but, well, you know my track record at reading women",18,79,16,"I'd say that's a good sign but, well, you know my track record at reading women","[ 0.68640125 -0.49973744  1.359645   ...  0.3375603  -1.045058
  0.03322628]"
328,0,"Cool, text me when you're parked",7,32,6,"Cool, text me when you're parked","[ 0.8915119   0.35883105 -1.2197392  ... -0.70127565 -0.5130513
 -0.7542421 ]"
329,0,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,21,86,20,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,"[-3.6511464   0.21263884 -7.266358   ...  0.633315    1.1694336
  1.22636   ]"
330,0,K.k:)apo k.good movie.,6,22,3,K.k:)apo k.good movie.,"[-0.03054278  2.722313   -5.428792   ...  0.749689   -1.0468167
  1.3794727 ]"
331,0,Maybe i could get book out tomo then return it immediately ..? Or something.,13,76,14,Maybe i could get book out tomo then return it immediately..? Or something.,[ 0.6337537 -0.9521904  1.5048474 ...  2.981484  -1.8892741 -0.9547988]
332,1,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,24,128,24,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,"[-4.5875454   2.134456   -2.5986512  ...  0.6574657  -0.9683353
 -0.06670624]"
333,0,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,44,232,43,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please don't contact me again or I will report you to your supervisor.,"[ 2.5698812  -0.46323285  3.479655   ... -3.9066386  -1.2136263
 -5.0996876 ]"
334,1,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,30,159,27,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,[-1.948299   1.6198549 -3.9106975 ...  1.7067988  0.4967731  1.2552444]
335,0,"Ta-Daaaaa! I am home babe, are you still up ?",10,45,10,"Ta-Daaaaa! I am home babe, are you still up?","[-2.5514174   3.6188097   1.0163162  ... -2.4933648   0.49060708
  4.860466  ]"
336,0,Cool. So how come you havent been wined and dined before?,11,57,11,Cool. So how come you havent been wined and dined before?,"[-0.7194525  -1.6459637   0.344184   ...  2.0136514  -1.26598
  0.44535664]"
337,0,Just sleeping..and surfing,4,26,3,Just sleeping..and surfing,[-1.2172936 -0.3303356  7.368344  ... -0.9391717  1.0549765  1.4592866]
338,0,"Sorry, I'll call later",5,22,4,"Sorry, I'll call later",[-1.5344676 -2.265978  -3.9961846 ... -1.9025784  1.0547373  2.0193841]
339,0,U calling me right? Call my hand phone...,8,41,8,U calling me right? Call my hand phone...,"[-2.4463496   1.9385935  -1.5044557  ...  0.48275787 -0.18910156
  1.1369139 ]"
340,0,Ok that's great thanx a lot.,7,28,6,Ok that's great thanx a lot.,"[ 1.7770389   2.3042808   1.24836    ... -1.2678816   0.11707312
 -0.7100168 ]"
